小区名,价格/万,地区,0,房屋户型,1,所在楼层,2,建筑面积,3,户型结构,4,套内面积,5,建筑类型,6,房屋朝向,7,建筑结构,8,装修情况,9,梯户比例,10,配备电梯,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
